,movieId,title_en,title_ko,genres,year,vote_average,vote_count,director,actor,poster,link
195,1407,Scream (1996),스크림,Comedy Horror Mystery Thriller,1996,7.0,1520.0,웨스 크레이븐,"['데이빗 아퀘트', '니브 캠벨', '커트니 콕스', '매튜 릴라드', '스키트 울리치', '제이미 케네디']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0238/23847_P11_112539.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=23847
196,1408,The Last of the Mohicans (1992),라스트 모히칸,Action Romance War Western,1992,7.1,747.0,마이클 만,"['다니엘 데이 루이스', '매들린 스토우']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0117/11720_P09_103713.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11720
197,1464,Lost Highway (1997),로스트 하이웨이,Crime Drama Fantasy Film-Noir Mystery Romance,1997,7.5,572.0,데이빗 린치,"['빌 풀만', '패트리샤 아퀘트', '발타자 게티']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/18708_P14_120102.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18708
198,1466,Donnie Brasco (1997),도니 브래스코,Crime Drama,1997,7.4,1175.0,마이크 뉴웰,"['알 파치노', '조니 뎁']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8827-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18827
199,1485,Liar Liar (1997),라이어 라이어,Comedy,1997,6.4,1456.0,톰 새디악,['짐 캐리'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0182/A8216-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18216
200,1499,Anaconda (1997),아나콘다,Action Adventure Thriller,1997,4.8,624.0,루이스 로사,"['제니퍼 로페즈', '아이스 큐브', '존 보이트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0185/18564_P18_201625.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18564
201,1517,Austin Powers: International Man of Mystery (1997),오스틴 파워 - 제로,Action Adventure Comedy,1997,6.5,1033.0,제이 로치,['마이크 마이어스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0251/25101_P17_152806.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25101
202,1527,The Fifth Element (1997),제5원소,Action Adventure Comedy Sci-Fi,1997,7.3,3962.0,뤽 베송,"['브루스 윌리스', '밀라 요보비치', '게리 올드만', '이안 홈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0183/18350_P34_162831.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18350
203,1544,The Lost World: Jurassic Park (1997),쥬라기 공원 2 - 잃어버린 세계,Action Adventure Sci-Fi Thriller,1997,6.2,2528.0,스티븐 스필버그,"['제프 골드브럼', '줄리안 무어', '피트 포스틀스웨이트', '알리스 하워드', '리차드 아텐보로']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0180/A8043-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18043
204,1556,Speed 2: Cruise Control (1997),스피드  2 ,Action Romance Thriller,1997,4.1,439.0,얀 드봉,"['산드라 블록', '제이슨 패트릭', '윌렘 대포']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0180/A8098-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18098
205,1566,Hercules (1997),헤라클레스,Adventure Animation Children Comedy Musical,1997,7.3,1741.0,론 클레멘츠,"['테이트 도노반', '조쉬 키튼', '로저 바트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0182/A8214-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18214
206,1569,My Best Friend's Wedding (1997),내 남자친구의 결혼식,Comedy Romance,1997,6.4,606.0,피 제이 호건,"['줄리아 로버츠', '더모트 멀로니', '카메론 디아즈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8670-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18670
207,1573,Face/Off (1997),페이스 오프,Action Crime Drama Thriller,1997,6.8,1612.0,오우삼,"['존 트라볼타', '니콜라스 케이지']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0185/A8552-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18552
208,1580,Men in Black (1997),맨 인 블랙,Action Comedy Sci-Fi,1997,6.9,4521.0,배리 소넨펠드,"['토미 리 존스', '윌 스미스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0181/18153_P32_104945.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18153
209,1584,Contact (1997),콘택트,Drama Sci-Fi,1997,7.2,1338.0,로버트 저메키스,"['조디 포스터', '매튜 맥커너히']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8610-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18610
210,1588,George of the Jungle (1997),조지 오브 정글,Children Comedy,1997,5.4,508.0,샘 와이즈만,"['브렌든 프레이저', '레슬리 만', '토마스 헤이든 처치', '리차드 라운트리', '그레그 크루트웰']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/A9067-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19067
211,1597,Conspiracy Theory (1997),컨스피러시,Drama Mystery Romance Thriller,1997,6.5,440.0,리차드 도너,"['멜 깁슨', '줄리아 로버츠']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0184/A8429-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18429
212,1608,Air Force One (1997),에어 포스 원,Action Thriller,1997,6.2,859.0,볼프강 페터젠,"['해리슨 포드', '게리 올드만']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0185/A8533-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18533
213,1610,The Hunt for Red October (1990),붉은 10월,Action Adventure Thriller,1990,7.2,971.0,존 맥티어난,"['숀 코네리', '알렉 볼드윈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0105/A0519-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10519
214,1617,L.A. Confidential (1997), LA  컨피덴셜,Crime Film-Noir Mystery Thriller,1997,7.7,1340.0,커티스 핸슨,"['케빈 스페이시', '러셀 크로우', '가이 피어스', '제임스 크롬웰', '데이빗 스트라탄', '킴 베이싱어', '대니 드비토']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8875-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18875
215,1619,Seven Years in Tibet (1997),티벳에서의 7년,Adventure Drama War,1997,7.0,644.0,장 자크 아노,['브래드 피트'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8865-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18865
216,1625,The Game (1997),더 게임,Drama Mystery Thriller,1997,7.5,1556.0,데이빗 핀처,"['마이클 더글라스', '숀 펜']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0193/A9333-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19333
217,1639,Chasing Amy (1997),체이싱 아미,Comedy Drama Romance,1997,6.7,441.0,케빈 스미스,"['벤 애플렉', '조이 로렌 아담스', '제이슨 리', '드와이트 에벨', '제이슨 미웨스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8879-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18879
218,1644,I Know What You Did Last Summer (1997),나는 네가 지난 여름에 한 일을 알고 있다,Horror Mystery Thriller,1997,5.6,698.0,짐 길레스피,"['제니퍼 러브 휴잇', '사라 미셸 겔러', '라이언 필립', '프레디 프린즈 주니어', '자니 갈렉키', '브리짓 윌슨', '앤 헤이시', '뮤즈 왓슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/A9094-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19094
219,1645,The Devil's Advocate (1997),데블스 에드버킷,Drama Mystery Thriller,1997,7.2,1414.0,테일러 핵포드,"['키아누 리브스', '알 파치노']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/18814_P35_175347.gif,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18814
220,1653,Gattaca (1997),가타카,Drama Sci-Fi Thriller,1997,7.5,1846.0,앤드류 니콜,"['에단 호크', '우마 서먼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/A9074-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19074
221,1665,Bean (1997),빈,Comedy,1997,6.3,602.0,멜 스미스,"['로완 앳킨슨', '피터 맥니콜', '파멜라 리드', '해리스 유린', '버트 레이놀즈', '래리 드레이크']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8802-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18802
222,1673,Boogie Nights (1997),부기 나이트,Drama,1997,7.5,812.0,폴 토마스 앤더슨,"['마크 월버그', '줄리안 무어', '돈 치들', '헤더 그레이엄', '루이스 구즈만', '필립 베이커 홀', '필립 세이모어 호프만', '토마스 제인', '리키 제이', '윌리암 H. 머시', '알프리드 몰리나', '니콜 아리 파커', '존 C. 라일리', '버트 레이놀즈', '로버트 리젤리', '멜로라 월터스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0240/B4014-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24014
223,1676,Starship Troopers (1997),스타쉽 트루퍼스,Action Sci-Fi,1997,6.7,1584.0,폴 버호벤,"['캐스퍼 반 디엔', '디나 메이어', '데니스 리차드', '제이크 부시', '닐 패트릭 해리스', '클랜시 브라운', '세스 길리엄', '패트릭 멀둔']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8682-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18682
224,1687,The Jackal (1997),자칼,Action Thriller,1997,6.1,536.0,마이클 카튼 존스,"['브루스 윌리스', '리차드 기어']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/A8750-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18750
225,1688,Anastasia (1997),아나스타샤,Adventure Animation Children Drama Musical,1997,7.4,1481.0,돈 블루스,['멕 라이언'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0185/A8531-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18531
226,1690,Alien: Resurrection (1997),에이리언 4,Action Horror Sci-Fi,1997,5.9,1388.0,장 피에르 주네,"['시고니 위버', '위노나 라이더']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8811-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18811
227,1702,Flubber (1997),플러버,Children Comedy Fantasy,1997,5.3,707.0,레스 메이필드,['로빈 윌리엄스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8819-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18819
228,1704,Good Will Hunting (1997),굿 윌 헌팅,Drama Romance,1997,7.9,2880.0,구스 반 산트,['맷 데이먼'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/19079_P22_141006.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19079
229,1707,Home Alone 3 (1997),나 홀로 집에  3 ,Children Comedy,1997,5.1,632.0,라자 고스넬,"['알렉스 디 린츠', '오렉 크루파', '하빌랜드 모리스', '데이비드 손톤', '스칼릿 조핸슨', '레니 본 돌렌', '마리안 셀즈', '리아 킬스테트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0191/A9150-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19150
230,1717,Scream 2 (1997),스크림  2 ,Comedy Horror Mystery Thriller,1997,6.1,856.0,웨스 크레이븐,"['데이빗 아퀘트', '니브 캠벨', '커트니 콕스', '사라 미셸 겔러']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0242/B4260-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24260
231,1721,Titanic (1997),타이타닉,Drama Romance,1997,7.5,7770.0,제임스 카메론,"['레오나르도 디카프리오', '케이트 윈슬렛']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/18847_P96_094922.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18847
232,1722,Tomorrow Never Dies (1997),007 네버 다이,Action Adventure Thriller,1997,6.0,941.0,로저 스포티스우드,['피어스 브로스넌'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8852-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18852
233,1729,Jackie Brown (1997),재키 브라운,Crime Drama Thriller,1997,7.3,1580.0,쿠엔틴 타란티노,"['팜 그리어', '사무엘 L. 잭슨', '로버트 포스터', '브리짓 폰다', '마이클 키튼', '로버트 드 니로']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0191/A9101-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19101
234,1732,The Big Lebowski (1998),위대한 레보스키,Comedy Crime,1998,7.8,3001.0,조엘 코엔,"['제프 브리지스', '존 굿맨', '줄리안 무어', '스티브 부세미', '피터 스토메어', '데이빗 허들레스톤']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0194/19449_P20_120200.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19449
235,1748,Dark City (1998),다크 시티,Adventure Film-Noir Sci-Fi Thriller,1998,7.2,838.0,알렉스 프로야스,"['루퍼스 스웰', '키퍼 서덜랜드', '제니퍼 코넬리', '리처드 오브라이언', '이안 리처드슨', '윌리엄 허트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0195/19529_P17_120537.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19529
236,1777,The Wedding Singer (1998),웨딩 싱어,Comedy Romance,1998,6.5,603.0,프랭크 코라치,"['아담 샌들러', '드류 베리모어']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/A9059-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19059
237,1779,Sphere (1998),스피어,Sci-Fi Thriller,1998,5.8,483.0,배리 레빈슨,"['더스틴 호프만', '샤론 스톤', '사무엘 L. 잭슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/A9073-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19073
238,1784,As Good as It Gets (1997),이보다 더 좋을 순 없다,Comedy Drama Romance,1997,7.2,946.0,제임스 L. 브룩스,"['잭 니콜슨', '헬렌 헌트', '그렉 키니어']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8878-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18878
239,1801,The Man in the Iron Mask (1998),아이언 마스크,Action Adventure Drama,1998,6.3,1052.0,랜달 웰러스,"['레오나르도 디카프리오', '제레미 아이언스', '존 말코비치', '제라르 드빠르디유', '가브리엘 번']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/A9078-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19078
240,1835,City of Angels (1998),시티 오브 엔젤,Drama Fantasy Romance,1998,6.5,537.0,브래드 실버링,"['니콜라스 케이지', '멕 라이언', '데니스 프랜즈', '안드레 브라우퍼', '콜므 포어']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0191/A9146-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19146
241,1876,Deep Impact (1998),딥 임팩트,Drama Sci-Fi Thriller,1998,5.9,870.0,미미 레더,"['로버트 듀발', '티아 레오니', '일라이저 우드', '바네사 레드그레이브', '맥시밀리안 쉘', '제임스 크롬웰', '모건 프리먼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/A9063-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19063
242,1882,Godzilla (1998),고질라,Action Sci-Fi Thriller,1998,5.3,1075.0,롤랜드 에머리히,"['매튜 브로데릭', '장 르노', '마리아 피틸로', '행크 아자리아', '케빈 던', '마이클 러너', '해리 쉬어러']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/19096_P32_182750.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19096
243,1884,Fear and Loathing in Las Vegas (1998),라스베가스의 공포와 혐오,Adventure Comedy Drama,1998,7.2,1321.0,테리 길리엄,"['조니 뎁', '베니시오 델 토로']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0296/B9623-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29623
244,1907,Mulan (1998),뮬란,Adventure Animation Children Comedy Drama Musical Romance,1998,7.6,2089.0,토니 밴크로프트,"['밍나 웬', '레아 살롱가', 'B.D. 웡', '도니 오즈몬드', '코코 리', '성룡']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0191/19128_P43_151256.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19128
245,1917,Armageddon (1998),아마겟돈,Action Romance Sci-Fi Thriller,1998,6.5,2540.0,마이클 베이,"['브루스 윌리스', '빌리 밥 손튼', '벤 애플렉', '리브 타일러']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0191/A9147-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19147
246,1918,Lethal Weapon 4 (1998),리썰 웨폰  4 ,Action Comedy Crime Thriller,1998,6.3,782.0,리차드 도너,"['멜 깁슨', '대니 글로버', '조 페시', '르네 루소', '크리스 록', '이연걸', '스티브 카핸', '김찬']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0193/A9315-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19315
247,1920,Small Soldiers (1998),스몰 솔저,Animation Children Fantasy War,1998,6.2,522.0,죠 단테,"['데이빗 크로스', '제이 모어', '알렉산드라 윌슨', '데니스 리어리', '그레고리 스미스', '딕 밀러', '커스틴 던스트', '야곱 스미스', '조나단 벅', '케빈 던', '앤 매그너슨', '웬디 샬', '필 하트만', '아치 한', '로버트 피카르도', '줄리어스 테넌', '벨린다 발라스키', '랜스 하워드', '잭키 조셉']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0247/B4708-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24708
248,1921,Pi (1998),파이,Drama Sci-Fi Thriller,1998,7.1,600.0,대런 아로노프스키,"['숀 걸릿', '마크 마르골리스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0294/B9480-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29480
249,1923,There's Something About Mary (1998),메리에겐 뭔가 특별한 것이 있다,Comedy Romance,1998,6.5,1616.0,바비 패럴리,"['카메론 디아즈', '맷 딜런', '벤 스틸러']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0193/A9334-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19334
250,1953,The French Connection (1971),프렌치 커넥션,Action Crime Thriller,1971,7.4,435.0,윌리엄 프리드킨,"['진 핵크만', '페르난도 레이', '로이 샤이더', '토니 로 비안코', '마르셀 보주피']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0108/A0888-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10888
251,1954,Rocky (1976),록키,Drama,1976,7.5,1843.0,존 G. 아빌드센,['실베스터 스탤론'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/10021_P42_154338.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10021
252,1955,Kramer vs. Kramer (1979),크레이머 대 크레이머,Drama,1979,7.4,483.0,로버트 벤튼,['더스틴 호프만'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0106/A0629-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10629
253,1961,Rain Man (1988),레인 맨,Drama,1988,7.6,1762.0,배리 레빈슨,"['더스틴 호프만', '톰 크루즈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0102/A0238-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10238
254,1967,Labyrinth (1986),라비린스,Adventure Fantasy Musical,1986,7.1,618.0,짐 헨슨,"['데이비드 보위', '제니퍼 코넬리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0147/14725_P04_180505.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14725
255,1974,Friday the 13th (1980),13일의 금요일,Horror Mystery Thriller,1980,6.4,622.0,숀 S. 커닝햄,"['아드리엔 킹', '벳시 팔머']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0101/A0178-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10178
256,1982,Halloween (1978),할로윈,Horror,1978,7.4,1066.0,존 카펜터,"['도널드 플레젠스', '제이미 리 커티스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0109/A0966-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10966
257,1991,Child's Play (1988),사탄의 인형,Horror Thriller,1988,6.3,605.0,톰 홀랜드,"['캐서린 힉스', '크리스 서랜던', '알렉스 빈센트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0111/A1119-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11119
258,1994,Poltergeist (1982),폴터가이스트,Horror Thriller,1982,7.1,811.0,토브 후퍼,"['조베스 윌리암스', '크레이그 T. 넬슨', '베아트리스 스트레이트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0143/A4333-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14333
259,1997,The Exorcist (1973),엑소시스트,Horror Mystery,1973,7.5,2046.0,윌리엄 프리드킨,"['엘렌 버스틴', '막스 폰 시도우', '리J.콥', '키티 윈', '잭 맥고런', '제이슨 밀러', '린다 블레어']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/10065_P05_141731.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10065
260,2000,Lethal Weapon (1987),리썰 웨폰,Action Comedy Crime Drama,1987,7.0,1367.0,리차드 도너,"['멜 깁슨', '대니 글로버']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0026-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10026
261,2001,Lethal Weapon 2 (1989),리썰 웨폰  2 ,Action Comedy Crime Drama,1989,6.7,1066.0,리차드 도너,"['멜 깁슨', '대니 글로버']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0027-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10027
262,2002,Lethal Weapon 3 (1992),리썰 웨폰  3 ,Action Comedy Crime Drama,1992,6.4,824.0,리차드 도너,"['멜 깁슨', '대니 글로버', '조 페시', '르네 루소', '스튜어트 윌슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0117/A1770-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11770
263,2003,Gremlins (1984),그렘린,Comedy Horror,1984,6.9,1629.0,죠 단테,"['자크 걸리건', '피비 케이츠', '호이트 악스톤', '폴리 홀리데이', '프란시스 리 맥케인', '저지 레인홀드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0049-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10049
264,2004,Gremlins 2: The New Batch (1990),그렘린  2  - 뉴욕 대소동,Comedy Horror,1990,6.3,664.0,죠 단테,"['자크 걸리건', '피비 케이츠', '존 글로버', '로버트 프로스키', '로버트 피카르도', '크리스토퍼 리', '하빌랜드 모리스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0116/11604_P02_220901.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11604
265,2005,The Goonies (1985),구니스,Action Adventure Children Comedy Fantasy,1985,7.4,1563.0,리차드 도너,"['숀 애스틴', '조슈 브롤린', '제프 코엔', '코리 펠드만', '케리 그린', '마샤 플림튼', '키 호이 콴']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0040-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10040
266,2006,The Mask of Zorro (1998),마스크 오브 조로,Action Comedy Romance,1998,6.3,1211.0,마틴 캠벨,"['안토니오 반데라스', '안소니 홉킨스', '캐서린 제타 존스', '스튜어트 윌슨', '맷 레처']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0194/A9401-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19401
267,2010,Metropolis (1927),메트로폴리스,Drama Sci-Fi,1927,8.0,666.0,프리츠 랑,"['알프레드 아벨', '구스타브 프로리흐', '브리짓 헴', '루돌프 클라인-로그', '프릿츠 라습', '데오도르 루스', '하인리치 게오르그']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0126/A2682-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12682
268,2012,Back to the Future Part III (1990),빽 투 더 퓨쳐 3,Adventure Comedy Sci-Fi Western,1990,7.1,2978.0,로버트 저메키스,"['마이클 J. 폭스', '크리스토퍼 로이드', '메리 스틴버겐', '토머스 F. 윌슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0004-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10004
269,2018,Bambi (1942),밤비,Animation Children Drama,1942,6.8,1450.0,데이비드 핸드,"['하디 엘브라이트', '스탠 알렉산더']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0107/A0730-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10730
270,2019,Seven Samurai (1954),7인의 사무라이,Action Adventure Drama,1954,8.2,892.0,구로사와 아키라,"['미후네 도시로', '시무라 타카시']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0106/A0609-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10609
271,2021,Dune (1984),사구,Adventure Sci-Fi,1984,6.5,576.0,데이빗 린치,"['카일 맥라클란', '프란체스카 애니스', '위르겐 프로흐노', '패트릭 스튜어트', '케네스 맥밀란', '스팅']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0118/A1822-04.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11822
272,2028,Saving Private Ryan (1998),라이언 일병 구하기,Action Drama War,1998,7.9,5148.0,스티븐 스필버그,"['톰 행크스', '에드워드 번즈', '톰 시즈모어', '제레미 데이비스', '빈 디젤', '아담 골드버그', '배리 페퍼', '지오바니 리비시', '맷 데이먼', '데니스 파리나', '테드 댄슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0189/A8988-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18988
273,2052,Hocus Pocus (1993),호커스 포커스,Children Comedy Fantasy Horror,1993,6.5,491.0,케니 오르테가,"['베트 미들러', '사라 제시카 파커', '캐시 나지미']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0271/B7149-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=27149
274,2054,"Honey, I Shrunk the Kids (1989)",애들이 줄었어요,Adventure Children Comedy Fantasy Sci-Fi,1989,6.1,756.0,조 존스톤,['릭 모라니스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0107/A0781-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10781
275,2058,The Negotiator (1998),네고시에이터,Action Crime Drama Mystery Thriller,1998,6.8,593.0,F. 게리 그레이,"['사무엘 L. 잭슨', '케빈 스페이시']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0194/A9469-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19469
276,2059,The Parent Trap (1998),페어런트 트랩,Children Comedy Romance,1998,6.8,768.0,낸시 마이어스,"['린제이 로한', '데니스 퀘이드', '나타샤 리차드슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0292/B9276-03.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29276
